Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cdvn,reaction time,stimulus,button pressed
4,1599015615370,02/09/2020 03:00:15,1599015610177,-4,01/09/2020 23:00:10,24005,8,task-qgn4,,6676639,BLIND,1912552,,complete,,5f4f09d776a240162727a432,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,3440x1440,3438x1337,,HeadphonesCheck,1,Good Mood,1803.3649999415502,/task/40825/1/asset/Goat.mp3,0
1,1599015698796,02/09/2020 03:01:38,1599015696645,-7,01/09/2020 20:01:36,24005,8,task-qgn4,,6676659,BLIND,1912550,,complete,,5f4f098cb0bbd515bcb4598e,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x754,,HeadphonesCheck,1,Bad Mood,9820.315000019036,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599015702859,02/09/2020 03:01:42,1599015701033,-7,01/09/2020 20:01:41,24005,8,task-qgn4,,6676659,BLIND,1912550,,complete,,5f4f098cb0bbd515bcb4598e,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x754,,HeadphonesCheck,1,Bad Mood,4354.909999994561,/task/40825/1/asset/Dog.mp3,1
3,1599015705834,02/09/2020 03:01:45,1599015704003,-7,01/09/2020 20:01:44,24005,8,task-qgn4,,6676659,BLIND,1912550,,complete,,5f4f098cb0bbd515bcb4598e,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x754,,HeadphonesCheck,1,Bad Mood,2966.509999940172,/task/40825/1/asset/Owl.mp3,0
4,1599015707991,02/09/2020 03:01:47,1599015706163,-7,01/09/2020 20:01:46,24005,8,task-qgn4,,6676659,BLIND,1912550,,complete,,5f4f098cb0bbd515bcb4598e,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x754,,HeadphonesCheck,1,Bad Mood,2153.705000062473,/task/40825/1/asset/Goat.mp3,0
1,1599015716769,02/09/2020 03:01:56,1599015715605,-6,01/09/2020 21:01:55,24005,8,task-qgn4,,6676661,BLIND,1912554,,complete,,5f4f0947e9e1e415fa5d6c16,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1360x768,1360x625,,HeadphonesCheck,1,Bad Mood,19025.989999994636,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599015724497,02/09/2020 03:02:04,1599015723380,-6,01/09/2020 21:02:03,24005,8,task-qgn4,,6676661,BLIND,1912554,,complete,,5f4f0947e9e1e415fa5d6c16,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1360x768,1360x625,,HeadphonesCheck,1,Bad Mood,7756.954999997106,/task/40825/1/asset/Dog.mp3,1
3,1599015727015,02/09/2020 03:02:07,1599015725924,-6,01/09/2020 21:02:05,24005,8,task-qgn4,,6676661,BLIND,1912554,,complete,,5f4f0947e9e1e415fa5d6c16,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1360x768,1360x625,,HeadphonesCheck,1,Bad Mood,2538.345000000845,/task/40825/1/asset/Owl.mp3,0
4,1599015729499,02/09/2020 03:02:09,1599015728379,-6,01/09/2020 21:02:08,24005,8,task-qgn4,,6676661,BLIND,1912554,,complete,,5f4f0947e9e1e415fa5d6c16,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1360x768,1360x625,,HeadphonesCheck,1,Bad Mood,2451.4300000009825,/task/40825/1/asset/Goat.mp3,0
1,1599015762894,02/09/2020 03:02:42,1599015762764,1,02/09/2020 04:02:42,24005,8,task-qgn4,,6676670,BLIND,1912557,,complete,,5f4f09fae277da15ddaa03b4,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2048x1152,2048x1152,,HeadphonesCheck,1,Bad Mood,3834.019999951124,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599015766495,02/09/2020 03:02:46,1599015766457,1,02/09/2020 04:02:46,24005,8,task-qgn4,,6676670,BLIND,1912557,,complete,,5f4f09fae277da15ddaa03b4,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2048x1152,2048x1152,,HeadphonesCheck,1,Bad Mood,3686.0449999803677,/task/40825/1/asset/Dog.mp3,1
3,1599015769003,02/09/2020 03:02:49,1599015768953,1,02/09/2020 04:02:48,24005,8,task-qgn4,,6676670,BLIND,1912557,,complete,,5f4f09fae277da15ddaa03b4,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2048x1152,2048x1152,,HeadphonesCheck,1,Bad Mood,2494.1700000781566,/task/40825/1/asset/Owl.mp3,0
4,1599015770456,02/09/2020 03:02:50,1599015770415,1,02/09/2020 04:02:50,24005,8,task-qgn4,,6676670,BLIND,1912557,,complete,,5f4f09fae277da15ddaa03b4,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2048x1152,2048x1152,,HeadphonesCheck,1,Bad Mood,1460.7400000095367,/task/40825/1/asset/Goat.mp3,0
1,1599018567611,02/09/2020 03:49:27,1599018566250,2,02/09/2020 05:49:26,24005,8,task-qgn4,,6676886,BLIND,1912706,,complete,,5f4f158b3e779e1643a747be,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2560x1080,1278x999,,HeadphonesCheck,1,Good Mood,6650.909999996657,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599018572874,02/09/2020 03:49:32,1599018571603,2,02/09/2020 05:49:31,24005,8,task-qgn4,,6676886,BLIND,1912706,,complete,,5f4f158b3e779e1643a747be,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2560x1080,1278x999,,HeadphonesCheck,1,Good Mood,5345.020000007935,/task/40825/1/asset/Dog.mp3,1
3,1599018576014,02/09/2020 03:49:36,1599018574703,2,02/09/2020 05:49:34,24005,8,task-qgn4,,6676886,BLIND,1912706,,complete,,5f4f158b3e779e1643a747be,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2560x1080,1278x999,,HeadphonesCheck,1,Good Mood,3097.6800000062212,/task/40825/1/asset/Owl.mp3,0
4,1599018579093,02/09/2020 03:49:39,1599018577814,2,02/09/2020 05:49:37,24005,8,task-qgn4,,6676886,BLIND,1912706,,complete,,5f4f158b3e779e1643a747be,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,2560x1080,1278x999,,HeadphonesCheck,1,Good Mood,3109.179999999469,/task/40825/1/asset/Goat.mp3,0
1,1599018946186,02/09/2020 03:55:46,1599018946053,-7,01/09/2020 20:55:46,24005,8,task-qgn4,,6676902,BLIND,1912708,,complete,,5f4f170615f39a16f5dc724d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1920x1080,1920x969,,HeadphonesCheck,1,Bad Mood,3660.6549999996787,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599018949758,02/09/2020 03:55:49,1599018949729,-7,01/09/2020 20:55:49,24005,8,task-qgn4,,6676902,BLIND,1912708,,complete,,5f4f170615f39a16f5dc724d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1920x1080,1920x969,,HeadphonesCheck,1,Bad Mood,3658.709999999701,/task/40825/1/asset/Dog.mp3,1
3,1599018951439,02/09/2020 03:55:51,1599018951392,-7,01/09/2020 20:55:51,24005,8,task-qgn4,,6676902,BLIND,1912708,,complete,,5f4f170615f39a16f5dc724d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1920x1080,1920x969,,HeadphonesCheck,1,Bad Mood,1659.2750000017986,/task/40825/1/asset/Owl.mp3,0
4,1599018952738,02/09/2020 03:55:52,1599018952690,-7,01/09/2020 20:55:52,24005,8,task-qgn4,,6676902,BLIND,1912708,,complete,,5f4f170615f39a16f5dc724d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1920x1080,1920x969,,HeadphonesCheck,1,Bad Mood,1295.5700000020443,/task/40825/1/asset/Goat.mp3,0
1,1599019975843,02/09/2020 04:12:55,1599019975565,-6,01/09/2020 22:12:55,24005,8,task-qgn4,,6676966,BLIND,1912720,,complete,,5f4f1b4405e2021667f7fc3b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,23410.839999996824,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599019995148,02/09/2020 04:13:15,1599019994910,-6,01/09/2020 22:13:14,24005,8,task-qgn4,,6676966,BLIND,1912720,,complete,,5f4f1b4405e2021667f7fc3b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,19340.21500000381,/task/40825/1/asset/Dog.mp3,1
3,1599020000773,02/09/2020 04:13:20,1599020000538,-6,01/09/2020 22:13:20,24005,8,task-qgn4,,6676966,BLIND,1912720,,complete,,5f4f1b4405e2021667f7fc3b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,5623.45000001369,/task/40825/1/asset/Owl.mp3,0
4,1599020003115,02/09/2020 04:13:23,1599020002897,-6,01/09/2020 22:13:22,24005,8,task-qgn4,,6676966,BLIND,1912720,,complete,,5f4f1b4405e2021667f7fc3b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,2354.4399999955203,/task/40825/1/asset/Goat.mp3,0
1,1599020515722,02/09/2020 04:21:55,1599020515130,-5,01/09/2020 23:21:55,24005,8,task-qgn4,,6676997,BLIND,1912723,,complete,,5f4f1c5b1adfc31764ec37e3,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Good Mood,7282.995000015944,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599020522038,02/09/2020 04:22:02,1599020521516,-5,01/09/2020 23:22:01,24005,8,task-qgn4,,6676997,BLIND,1912723,,complete,,5f4f1c5b1adfc31764ec37e3,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Good Mood,6354.664999991655,/task/40825/1/asset/Dog.mp3,1
3,1599020529698,02/09/2020 04:22:09,1599020529163,-5,01/09/2020 23:22:09,24005,8,task-qgn4,,6676997,BLIND,1912723,,complete,,5f4f1c5b1adfc31764ec37e3,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Good Mood,7642.004999972414,/task/40825/1/asset/Owl.mp3,0
4,1599020534787,02/09/2020 04:22:14,1599020534267,-5,01/09/2020 23:22:14,24005,8,task-qgn4,,6676997,BLIND,1912723,,complete,,5f4f1c5b1adfc31764ec37e3,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Good Mood,5098.3199999900535,/task/40825/1/asset/Goat.mp3,0
1,1599021203825,02/09/2020 04:33:23,1599021204460,-4,02/09/2020 00:33:24,24005,8,task-qgn4,,6677024,BLIND,1912728,,complete,,5f4f2024cfb36517786191a6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Bad Mood,5049.170000012964,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599021207888,02/09/2020 04:33:27,1599021208583,-4,02/09/2020 00:33:28,24005,8,task-qgn4,,6677024,BLIND,1912728,,complete,,5f4f2024cfb36517786191a6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Bad Mood,4117.470000172034,/task/40825/1/asset/Dog.mp3,1
3,1599021209941,02/09/2020 04:33:29,1599021210650,-4,02/09/2020 00:33:30,24005,8,task-qgn4,,6677024,BLIND,1912728,,complete,,5f4f2024cfb36517786191a6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Bad Mood,2060.7249999884516,/task/40825/1/asset/Owl.mp3,0
4,1599021211749,02/09/2020 04:33:31,1599021212462,-4,02/09/2020 00:33:32,24005,8,task-qgn4,,6677024,BLIND,1912728,,complete,,5f4f2024cfb36517786191a6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x657,,HeadphonesCheck,1,Bad Mood,1807.9850000794977,/task/40825/1/asset/Goat.mp3,0
1,1599021240956,02/09/2020 04:34:00,1599021240367,-5,01/09/2020 23:34:00,24005,8,task-qgn4,,6677027,BLIND,1912729,,complete,,5f4f1fd963a23f16e4a35a1a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 84.0.4147.135,1440x900,1440x789,,HeadphonesCheck,1,Bad Mood,6884.390000000167,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599021244878,02/09/2020 04:34:04,1599021244349,-5,01/09/2020 23:34:04,24005,8,task-qgn4,,6677027,BLIND,1912729,,complete,,5f4f1fd963a23f16e4a35a1a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 84.0.4147.135,1440x900,1440x789,,HeadphonesCheck,1,Bad Mood,3966.975000000275,/task/40825/1/asset/Dog.mp3,1
3,1599021248851,02/09/2020 04:34:08,1599021248337,-5,01/09/2020 23:34:08,24005,8,task-qgn4,,6677027,BLIND,1912729,,complete,,5f4f1fd963a23f16e4a35a1a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 84.0.4147.135,1440x900,1440x789,,HeadphonesCheck,1,Bad Mood,3983.635000000504,/task/40825/1/asset/Owl.mp3,0
4,1599021251430,02/09/2020 04:34:11,1599021250906,-5,01/09/2020 23:34:10,24005,8,task-qgn4,,6677027,BLIND,1912729,,complete,,5f4f1fd963a23f16e4a35a1a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 84.0.4147.135,1440x900,1440x789,,HeadphonesCheck,1,Bad Mood,2565.4500000000553,/task/40825/1/asset/Goat.mp3,0
1,1599021260655,02/09/2020 04:34:20,1599021184034,2,02/09/2020 06:33:04,24005,8,task-qgn4,,6677029,BLIND,1912730,,complete,,5f4f207f94d42c176f3294f6,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Good Mood,9060.569999972358,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599021266108,02/09/2020 04:34:26,1599021189525,2,02/09/2020 06:33:09,24005,8,task-qgn4,,6677029,BLIND,1912730,,complete,,5f4f207f94d42c176f3294f6,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Good Mood,5480.380000080913,/task/40825/1/asset/Dog.mp3,1
3,1599021268364,02/09/2020 04:34:28,1599021191804,2,02/09/2020 06:33:11,24005,8,task-qgn4,,6677029,BLIND,1912730,,complete,,5f4f207f94d42c176f3294f6,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Good Mood,2277.0849999506027,/task/40825/1/asset/Owl.mp3,0
4,1599021271170,02/09/2020 04:34:31,1599021194612,2,02/09/2020 06:33:14,24005,8,task-qgn4,,6677029,BLIND,1912730,,complete,,5f4f207f94d42c176f3294f6,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Good Mood,2805.6600000709295,/task/40825/1/asset/Goat.mp3,0
1,1599022541304,02/09/2020 04:55:41,1599022464590,2,02/09/2020 06:54:24,24005,8,task-qgn4,,6677115,BLIND,1912741,,complete,,5f4f2337db2d861712259fb9,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,4249.899999937043,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599022542966,02/09/2020 04:55:42,1599022466371,2,02/09/2020 06:54:26,24005,8,task-qgn4,,6677115,BLIND,1912741,,complete,,5f4f2337db2d861712259fb9,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,1778.4200001042336,/task/40825/1/asset/Dog.mp3,1
3,1599022544561,02/09/2020 04:55:44,1599022467986,2,02/09/2020 06:54:27,24005,8,task-qgn4,,6677115,BLIND,1912741,,complete,,5f4f2337db2d861712259fb9,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,1612.5849999953061,/task/40825/1/asset/Owl.mp3,0
4,1599022545768,02/09/2020 04:55:45,1599022469182,2,02/09/2020 06:54:29,24005,8,task-qgn4,,6677115,BLIND,1912741,,complete,,5f4f2337db2d861712259fb9,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1536x864,1536x722,,HeadphonesCheck,1,Bad Mood,1194.0150000154972,/task/40825/1/asset/Goat.mp3,0
1,1599024686445,02/09/2020 05:31:26,1599024685076,-5,02/09/2020 00:31:25,24005,8,task-qgn4,,6677302,BLIND,1912784,,complete,,5f4f2da9c7230317bb60f699,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x625,,HeadphonesCheck,1,Bad Mood,13821.170000000053,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599024690433,02/09/2020 05:31:30,1599024689482,-5,02/09/2020 00:31:29,24005,8,task-qgn4,,6677302,BLIND,1912784,,complete,,5f4f2da9c7230317bb60f699,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x625,,HeadphonesCheck,1,Bad Mood,4379.840000000058,/task/40825/1/asset/Dog.mp3,1
3,1599024693485,02/09/2020 05:31:33,1599024693274,-5,02/09/2020 00:31:33,24005,8,task-qgn4,,6677302,BLIND,1912784,,complete,,5f4f2da9c7230317bb60f699,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x625,,HeadphonesCheck,1,Bad Mood,3055.53000000009,/task/40825/1/asset/Owl.mp3,0
4,1599024712288,02/09/2020 05:31:52,1599024712079,-5,02/09/2020 00:31:52,24005,8,task-qgn4,,6677302,BLIND,1912784,,complete,,5f4f2da9c7230317bb60f699,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.83,1366x768,1366x625,,HeadphonesCheck,1,Bad Mood,18797.360000000026,/task/40825/1/asset/Goat.mp3,0
1,1599022077357,02/09/2020 04:47:57,1599022076637,1,02/09/2020 05:47:56,24005,8,task-qgn4,,6677077,BLIND,1912733,,complete,,5f4f239d8c7bb40008f7a360,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,5934.024999965914,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599022085317,02/09/2020 04:48:05,1599022084648,1,02/09/2020 05:48:04,24005,8,task-qgn4,,6677077,BLIND,1912733,,complete,,5f4f239d8c7bb40008f7a360,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,7999.699999927543,/task/40825/1/asset/Dog.mp3,1
3,1599022090789,02/09/2020 04:48:10,1599022090114,1,02/09/2020 05:48:10,24005,8,task-qgn4,,6677077,BLIND,1912733,,complete,,5f4f239d8c7bb40008f7a360,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,5462.22999994643,/task/40825/1/asset/Owl.mp3,0
4,1599022094837,02/09/2020 04:48:14,1599022094138,1,02/09/2020 05:48:14,24005,8,task-qgn4,,6677077,BLIND,1912733,,complete,,5f4f239d8c7bb40008f7a360,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,4021.5949999401346,/task/40825/1/asset/Goat.mp3,0
1,1599019516261,02/09/2020 04:05:16,1599019516014,-5,01/09/2020 23:05:16,24005,8,task-qgn4,,6676933,BLIND,1912715,,complete,,5f4f18dcaa7bf916bb68c9e0,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.135,1280x800,1278x634,,HeadphonesCheck,1,Good Mood,7881.070000003092,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599019519738,02/09/2020 04:05:19,1599019519597,-5,01/09/2020 23:05:19,24005,8,task-qgn4,,6676933,BLIND,1912715,,complete,,5f4f18dcaa7bf916bb68c9e0,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.135,1280x800,1278x634,,HeadphonesCheck,1,Good Mood,3564.8800000053598,/task/40825/1/asset/Dog.mp3,1
3,1599019523412,02/09/2020 04:05:23,1599019523275,-5,01/09/2020 23:05:23,24005,8,task-qgn4,,6676933,BLIND,1912715,,complete,,5f4f18dcaa7bf916bb68c9e0,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.135,1280x800,1278x634,,HeadphonesCheck,1,Good Mood,3674.139999995532,/task/40825/1/asset/Owl.mp3,0
4,1599019526382,02/09/2020 04:05:26,1599019526240,-5,01/09/2020 23:05:26,24005,8,task-qgn4,,6676933,BLIND,1912715,,complete,,5f4f18dcaa7bf916bb68c9e0,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.135,1280x800,1278x634,,HeadphonesCheck,1,Good Mood,2960.559999999532,/task/40825/1/asset/Goat.mp3,0
1,1599018540104,02/09/2020 03:49:00,1599018540214,2,02/09/2020 05:49:00,24005,8,task-qgn4,,6676882,BLIND,1912705,,complete,,5f4f0ee6e09f511527fb782f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,56542.130000001634,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1599018548390,02/09/2020 03:49:08,1599018548560,2,02/09/2020 05:49:08,24005,8,task-qgn4,,6676882,BLIND,1912705,,complete,,5f4f0ee6e09f511527fb782f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,8337.869999999384,/task/40825/1/asset/Dog.mp3,1
3,1599018559025,02/09/2020 03:49:19,1599018559192,2,02/09/2020 05:49:19,24005,8,task-qgn4,,6676882,BLIND,1912705,,complete,,5f4f0ee6e09f511527fb782f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,10629.490000002988,/task/40825/1/asset/Owl.mp3,0
4,1599018575842,02/09/2020 03:49:35,1599018576001,2,02/09/2020 05:49:36,24005,8,task-qgn4,,6676882,BLIND,1912705,,complete,,5f4f0ee6e09f511527fb782f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,2560x1440,2560x1329,,HeadphonesCheck,1,Good Mood,16807.420000001002,/task/40825/1/asset/Goat.mp3,0
END OF FILE
